rt,response,trial_type,trial_index,time_elapsed,internal_node_id,correct,stimulus,slider_start,accuracy,participant_id,ctime
14479,"{""Q0"":""Linda""}",survey-text,0,14483,0.0-0.0-0.0,TRUE,NA,NA,NA,cb5e22cc-83fa-476a-9f21-2fe0e1314bb8,2024-07-19 13:38:51 CEST
1950,0,html-button-response,1,16435,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,cb5e22cc-83fa-476a-9f21-2fe0e1314bb8,2024-07-19 13:38:51 CEST
15207,0,html-button-response,2,31643,0.0-1.0,NA,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine conversations between two speakers, as in this example, where Candy asks a question, and Lenny responds.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Is this house big? </i> <br> <b>Lenny</b>: <i> Cassandra suggested that it's huge. </i> </p>  <p style='text-align:left'> We ask you to judge how well the response fits the question. You will give your judgment on a slider marked 'totally doesn't fit' at one end and 'totally fits' at the other.</p>  <p style='text-align:left'>The experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,cb5e22cc-83fa-476a-9f21-2fe0e1314bb8,2024-07-19 13:38:51 CEST
10176,96,html-slider-response,3,41819,0.0-2.0-0.0,NA,<b>Mary:</b><em> Which course did Ava take?</em><br> <b>John:</b><em> She took the French course.</em> <br> <br> How well does John's response fit Mary's question?,50,NA,cb5e22cc-83fa-476a-9f21-2fe0e1314bb8,2024-07-19 13:38:51 CEST
19536,75,html-slider-response,4,61356,0.0-2.0-0.1,NA,"<b>Charlotte:</b><em> Who did Raul cheat on?</em><br> <b>Chloe:</b><em> Raul, who cheated on his wife, feels guilty.</em> <br> <br> How well does Chloe's response fit Charlotte's question?",50,NA,cb5e22cc-83fa-476a-9f21-2fe0e1314bb8,2024-07-19 13:38:51 CEST
13560,36,html-slider-response,5,74917,0.0-2.0-0.2,NA,<b>Leo:</b><em> What did Lucy break?</em><br> <b>Nora:</b><em> Tony is right that she broke the plate.</em> <br> <br> How well does Nora's response fit Leo's question?,50,NA,cb5e22cc-83fa-476a-9f21-2fe0e1314bb8,2024-07-19 13:38:51 CEST
12256,20,html-slider-response,6,87174,0.0-2.0-0.3,NA,<b>Noah:</b><em> What did Dustin lose?</em><br> <b>Nina:</b><em> Patricia discovered that he lost his key.</em> <br> <br> How well does Nina's response fit Noah's question?,50,NA,cb5e22cc-83fa-476a-9f21-2fe0e1314bb8,2024-07-19 13:38:51 CEST
7391,15,html-slider-response,7,94566,0.0-2.0-0.4,NA,"<b>William:</b><em> What did Jack see?</em><br> <b>Vincent:</b><em> The police found Jack, who saw the murder.</em> <br> <br> How well does Vincent's response fit William's question?",50,NA,cb5e22cc-83fa-476a-9f21-2fe0e1314bb8,2024-07-19 13:38:51 CEST
8134,7,html-slider-response,8,102702,0.0-2.0-0.5,NA,<b>Steven:</b><em> What did Ann steal?</em><br> <b>Frank:</b><em> David confessed that she stole the money.</em> <br> <br> How well does Frank's response fit Steven's question?,50,NA,cb5e22cc-83fa-476a-9f21-2fe0e1314bb8,2024-07-19 13:38:51 CEST
7040,55,html-slider-response,9,109741,0.0-2.0-0.6,NA,<b>Dawn:</b><em> What did Greg buy?</em><br> <b>Charlie:</b><em> Mia confirmed that he bought a new car.</em> <br> <br> How well does Charlie's response fit Dawn's question?,50,NA,cb5e22cc-83fa-476a-9f21-2fe0e1314bb8,2024-07-19 13:38:51 CEST
