workerid,proliferate.condition,block,content,question_type,response,rt,short_trigger,slide_number_in_experiment,trigger,trigger_class,error
1585,default,block1,olivia,ai,0.19,14574,confess,5,confess,C,
1585,default,block1,danny,ai,0.29,7399,discover,6,discover,C,
1585,default,block1,kids,ai,0.9,11399,MC,7,MC,MC,
1585,default,block1,josh,ai,0.18,4748,acknowledge,8,acknowledge,C,
1585,default,block1,mia,ai,0.44,10221,confirm,9,confirm,C,
1585,default,block1,mary,ai,0.25,5921,pretend,10,pretend,C,
1585,default,block1,charley,ai,0.45,8176,prove,11,prove,C,
1585,default,block1,emily,ai,0.36,5511,reveal,12,reveal,C,
1585,default,block1,pizza,ai,0.87,7859,MC,13,MC,MC,
1585,default,block1,sophia,ai,0.24,4876,be_annoyed,14,be_annoyed,C,
1585,default,block1,grace,ai,0.27,5450,know,15,know,C,
1585,default,block1,julian,ai,0.24,5234,be_right,16,be_right,C,
1585,default,block1,jayden,ai,0.29,5745,see,17,see,C,
1585,default,block1,ballet,ai,0.86,6388,MC,18,MC,MC,
1585,default,block1,emma,ai,0.36,8257,say,19,say,C,
1585,default,block1,isabella,ai,0.37,7154,announce,20,announce,C,
1585,default,block1,hat,ai,0.87,3995,MC,21,MC,MC,
1585,default,block1,tony,ai,0.36,6121,think,22,think,C,
1585,default,block1,josie,ai,0.26,6967,inform,23,inform,C,
1585,default,block1,muffins,ai,0.91,7985,MC,24,MC,MC,
1585,default,block1,jackson,ai,0.29,5813,hear,25,hear,C,
1585,default,block1,owen,ai,0.26,6651,suggest,26,suggest,C,
1585,default,block1,jon,ai,0.38,4643,establish,27,establish,C,
1585,default,block1,garage,ai,0.85,5756,MC,28,MC,MC,
1585,default,block1,zoe,ai,0.3,5681,admit,29,admit,C,
1585,default,block1,frank,ai,0.33,3978,demonstrate,30,demonstrate,C,
1585,default,block2,isabella,projective,0.16,15110,announce,32,announce,C,
1585,default,block2,josie,projective,0.82,5501,inform,33,inform,C,
1585,default,block2,mary,projective,0.19,6608,pretend,34,pretend,C,
1585,default,block2,emily,projective,0.85,4542,reveal,35,reveal,C,
1585,default,block2,owen,projective,0.32,10107,suggest,36,suggest,C,
1585,default,block2,ballet,projective,0.21,5268,MC,37,MC,MC,
1585,default,block2,olivia,projective,0.59,7826,confess,38,confess,C,
1585,default,block2,kids,projective,0.14,6752,MC,39,MC,MC,
1585,default,block2,emma,projective,0.18,4468,say,40,say,C,
1585,default,block2,jon,projective,0.49,4418,establish,41,establish,C,
1585,default,block2,julian,projective,0.16,4521,be_right,42,be_right,C,
1585,default,block2,garage,projective,0.15,3697,MC,43,MC,MC,
1585,default,block2,jayden,projective,0.7,9534,see,44,see,C,
1585,default,block2,frank,projective,0.56,4675,demonstrate,45,demonstrate,C,
