workerid,proliferate.condition.x,block,content,question_type,response,rt,short_trigger,slide_number_in_experiment,trigger,trigger_class,error.x,proliferate.condition.y,age,american,comments,gender,language,error.y,trial
1585,default,block1,olivia,ai,0.81,14574,confess,5,confess,C,NA,default,31,Yes,NA,Male,English/Spanish,NA,1
1585,default,block1,danny,ai,0.71,7399,discover,6,discover,C,NA,default,31,Yes,NA,Male,English/Spanish,NA,2
1585,default,block1,kids,ai,0.09999999999999998,11399,MC,7,MC,MC,NA,default,31,Yes,NA,Male,English/Spanish,NA,3
1585,default,block1,josh,ai,0.8200000000000001,4748,acknowledge,8,acknowledge,C,NA,default,31,Yes,NA,Male,English/Spanish,NA,4
1585,default,block1,mia,ai,0.56,10221,confirm,9,confirm,C,NA,default,31,Yes,NA,Male,English/Spanish,NA,5
1585,default,block1,mary,ai,0.75,5921,pretend,10,pretend,C,NA,default,31,Yes,NA,Male,English/Spanish,NA,6
1585,default,block1,charley,ai,0.55,8176,prove,11,prove,C,NA,default,31,Yes,NA,Male,English/Spanish,NA,7
1585,default,block1,emily,ai,0.64,5511,reveal,12,reveal,C,NA,default,31,Yes,NA,Male,English/Spanish,NA,8
1585,default,block1,pizza,ai,0.13,7859,MC,13,MC,MC,NA,default,31,Yes,NA,Male,English/Spanish,NA,9
1585,default,block1,sophia,ai,0.76,4876,be_annoyed,14,be_annoyed,C,NA,default,31,Yes,NA,Male,English/Spanish,NA,10
1585,default,block1,grace,ai,0.73,5450,know,15,know,C,NA,default,31,Yes,NA,Male,English/Spanish,NA,11
1585,default,block1,julian,ai,0.76,5234,be_right,16,be_right,C,NA,default,31,Yes,NA,Male,English/Spanish,NA,12
1585,default,block1,jayden,ai,0.71,5745,see,17,see,C,NA,default,31,Yes,NA,Male,English/Spanish,NA,13
1585,default,block1,ballet,ai,0.14,6388,MC,18,MC,MC,NA,default,31,Yes,NA,Male,English/Spanish,NA,14
1585,default,block1,emma,ai,0.64,8257,say,19,say,C,NA,default,31,Yes,NA,Male,English/Spanish,NA,15
